feature	Bacteroides.caccae	Bacteroides.cellulosilyticus	Bacteroides.dorei	Bacteroides.eggerthii	Bacteroides.fragilis	Bacteroides.massiliensis	Bacteroides.ovatus	Bacteroides.stercoris	Bacteroides.thetaiotaomicron	Bacteroides.uniformis	Bacteroides.vulgatus	Parabacteroides.merdae	Prevotella.copri	Alistipes.putredinis	Eubacterium.rectale	Eubacterium.siraeum	Roseburia.intestinalis	Faecalibacterium.prausnitzii	Subdoligranulum.unclassified	Escherichia.coli	Akkermansia.muciniphila
CSM67UE7	0.0639853958291099	0	0.00035850031900824	0	1.73326347623323e-05	0	0.0620398624271481	0.0154463394791785	0.00649052321739336	0.298631423935184	0.0249083125561117	0.0320335612465104	0	0.0333398714664462	0.264106570692138	0.0335936080753404	0	0.0710808060596646	0.0939678920620043	0	0
CSM67UEA	0.0276002932043424	0.11971176688076	1.44512300998224e-05	0	0	0	0.000533806207225748	0.0286846912783714	0.0178833972485303	0.0749581970378535	0.246555771632324	0.0379992872208662	0	0.120574394154411	0.0103489705277167	0.124367286239072	0.0184482180188164	0.0960119718436679	0.0763074972759431	0	0
CSM67UEI	0	0.0934707995493932	0	0	0.00618114689785843	0	0	0.13352067141642	0.0104131145554405	0.184316365369492	3.64265155459172e-05	0.0917151136317939	0	0.0769690470192381	0	0	0	0	0.178169481035761	0.144416888126056	0.0807909458830013
CSM67UEM	0	0.219509601329527	0	0	0.013367359918117	0	0	0.343452737175017	0.0229728598566034	0.144669186588076	0.000173816787275956	0.0830970844952149	0	0.0661181483492767	0	0	0	2.51714113535874e-05	0.0793407354162949	0.00952462374697757	0.0177486749262656
CSM67UEW	0	0	1.61970923905289e-05	0	0.0125012244230557	0	0.00130193771215299	0.114718452113296	0.010821817329192	0.0574313416822917	0.0305452481201732	0	0	0	0.00224707661764604	0	0.107815405594476	0.636607434156891	0.0142637765911908	0.0117300885672438	0
CSM67UEW_TR	0	0	0	0	0.0159232180270719	0	0.000970523126190926	0.0916809255060274	0.00917128547684852	0.0585568447566066	0.0223768806849301	0	0	0	0.00182644865197657	0	0.0929917639890081	0.677893016422231	0.0140259559613277	0.0145831373977809	0
CSM67UF1	0	0	3.46712450992587e-05	0	0.0329464975676261	0	0.0241094436048693	0.270061575739531	0.0346882868976973	0.0895904973364844	0.0949147861107384	0	0	0	0.0040226479624767	0	0.201148068743089	0.224783280232787	0.0200656403063998	0.00363460425320195	0
CSM67UF5	0	0	0	0	0.0152690196165793	0	0.00320607874014286	0.122791237770095	0.0228941311772593	0.027451933184725	0.0308459768770621	0	0	0	0.00603367496543534	0	0.435858236368944	0.301298536147517	0.0310248916648914	0.00332628348734857	0
CSM67UFV	0.0399033737675948	0.00321020108809701	0.00381249419472538	0	0.00818467640373856	0	0.0936006092792833	0.199129850530222	0.00104276625073335	0.112759007867652	0.158754248270194	0.00128132830505034	0	0.0690490940331436	0.0555565111563154	0	0.00101617114650833	0.16081173021397	0.0898313817466553	0.00205655574611705	0
CSM67UFZ	0.0557625968896343	0.00351801081961214	0.0049719104759193	0	0.00273040782024938	0	0.0491129537155397	0.310594992382825	0.00104315841111024	0.124719034969979	0.174299195749101	0.00353907447321198	0	0.0955434638340874	0.0376941694537941	0.00023525309502474	0.00174117743793391	0.116493551349761	0.0165935910154128	0.00140745810680389	0
CSM67UG8	0.0336383011231067	0.00292934812163838	0.00361092912023741	0	0.0107763342232903	0	0.0524799241767035	0.136498766058716	0.000823749679537809	0.134670513076152	0.174233027157067	0.00464288211393693	0	0.0762635273888352	0.0372448279344626	0	0.00211673369397738	0.23192916943969	0.0790918813655444	0.0190500853271045	0
CSM67UGC	0.442531375666489	0	0.000326763208536705	0	0.222419618677706	0	0	0	0.0745836471892848	0.072208491254175	0.044992050453475	0	0	0	0	0	0	0.00246274877358994	0.0142540245268773	0.0123287471752964	0.11389253307457
CSM67UGO	0.0232266120573398	0	1.07664729811476e-05	0	0	0	0.0461456581700326	0.0396346058860419	0.00220080027082674	0.167782717036001	0.049685496894927	0.0186994766606175	0.000829795381516075	0.0586132338822015	0.370589769630776	0.0014985376465822	0	0.129540648985232	0.0915418810249238	0	0
CSM67UH7	0.0242297529565686	0.00322675280988305	1.26075008710139e-05	0	0.0173536219815176	0.0525889557853848	0.00545192189839582	0	0.0298107098856182	2.5434262626741e-05	0.0783621957398926	0	0	0.00176274788265245	0.010976199888747	0.00041856902891766	0.00016389751132318	0.0199945097074468	0.112957726282166	0.000212463797287173	0.642451933080701
CSM79HG5	0.0434968760919097	0	0	0	0.0424656002877376	0	0	0	0.241618588886783	0.575585398612184	0.0835778400993256	0	0	0	0	0	0	0.00152325960056964	0.000430742344683524	0.00111455121734937	0.0101871428594573
CSM79HGF	0.10177516369941	0	0.0619691341746015	0	0	0	0.0433973168446272	0.045354134988189	0	0.239358836962682	0.0100760002917693	0	0.0513354056434916	0	0.18875650168609	0.00776176475539072	0	0.163302435712562	0.0869133052411866	0	0
CSM79HGP	0.0402307746577499	0	0	0	0.0269700419057407	0	0	0	0.135148558465686	0.668749142246806	0.0550129114889964	0	0	0	0	0	0	0.0234031926144247	0.0141380541261131	0.00266916998974733	0.0336781545047355
CSM79HGX	0.0667571258045252	5.70298113834038e-05	0	0	0	0	0.0257021390685328	0.237591826797224	0.0207282946298054	0.096994472614355	0.134222829413696	0.025751424090716	0	0.0456969317539033	0.0422262804917631	0.0436069651846379	0	0.237403135569437	0.0232615447700213	0	0
CSM79HGZ	0.0465702164064253	0.0497641043160667	0	0	0.00804574266042179	0.291142212825464	0.0085032358783168	0	0.047942339201126	0	0.142113142854696	0	0	0.0763499796947238	0.0484392058602907	0.00160729286536591	0.0226911164238162	0.0639622148191165	0.096429958930289	0	0.0964392372638813
CSM79HH4	0.00527884139202362	0.345270897349992	0	0	0	0.0230858868916092	0.0207353500958844	0	0.000166986139938205	0.102532884811815	0.120280307560038	0.00453599707699992	3.3736716963373e-05	0.00222025790128764	0.0545779451835638	0	0	0	0.139921654431625	0.179361998367907	0.00199725608035365
CSM79HH8	0.00709501744785178	0.0783111481969079	0.0113971992033106	0	0.00037711537696058	0.101298674493998	0.050770521312621	0.0297876920037682	0.00196813537233141	0.137666277953788	0.11174143861113	0.00688301904594822	0	0.0208474923596543	0.030585560815383	0.00166089985802889	0.000327285432702301	0.00313427400867159	0.34060978288592	0.0559254143035528	0.00961305131747129
CSM79HHA	0.000572371648955389	0.574927018088548	0	0	0	0.0415270761792266	0.0389318763935879	7.52644147519287e-05	0	0.032570093542546	0.0586620159638151	0.00101335387284556	0.000100869834203616	0.00268391351161775	0.0115483028133114	0	0	0	0.166653777743407	0.0499510005382311	0.0207830654549527
CSM79HHM	0.0228814734616609	0	0.0697719041170131	0	0.00569679607966085	0	0.000909079288510071	0.374707253515329	0.00374558809966555	0.150663329619037	0.000635558305121041	0.0203642557280998	0	0.0569216409114819	0.000223077666351957	0.164540052474794	0.0153542859569791	0.0571459556074069	0.0507709924262177	0.00153556604342826	0.00413319069924196
CSM79HHO	0.0232436157359963	0	0.12274467528204	0	0.0105298025976254	0	7.00941835136706e-05	0.232196594960613	0.00689141168798328	0.0729754389389456	0	0.0462890749194434	0	0.102169666372389	0.00294144178116123	0.175291652433407	0.00652940628452028	0.0871093247445777	0.106867307570024	0	0.0041504925077599
CSM79HHU	0.010245655138019	7.88613810525142e-05	0.118811704835919	0	0.0100752835782984	0.000665352568454518	0.00084359735934408	0.251598782204742	0.00295994771141949	0.224203809817842	0.00166009015236896	0.0297919195350612	0	0.0733959388582937	0.00390809125513761	0.153276322535046	0.0106638398755152	0.0410330866731752	0.0453273534636796	0	0.021460363056631
CSM79HHW	0.20378714567961	0	0.18855086488448	0	0.0560667916616265	2.46965848151284e-05	0.193503622165773	0	0	0.000127851027512332	6.03134282219803e-05	0	0	0.191144846309961	0.0572525637407094	0	0	0.0174806459416959	0.0917701571173205	0.000230501458274532	0
CSM79HI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSM79HI7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSM79HIB	0	0	0	0	0	6.20040518299957e-05	0	0.000132095588681295	0	0	0.000717090338555602	0	0	0	0	0.0013249996293236	0	0.00332126051541542	0.00139778699451534	0.993044762881679	0
CSM79HID	0.0673126705954679	0.0688386533534923	0.23104824454138	0	0	0	0.44530532965681	0	0.0204254291150096	0.152251207090054	0	0	0	0	0	0	0.00499169398640635	0	0.00963967798989744	0.000187093671481924	0
CSM79HIF	0.0518756825795523	0.0556092170891271	0.28114040570542	0.000288900129950549	0	0.000197081975442156	0.403941736414547	0.00019187329385395	0.0292709735437738	0.153043178274516	0.000516749666402114	0	0.00798248623212211	0	0	0	0.00724139986103722	0.000974629117644494	0.00757112151878372	0.000135304589163423	1.92600086633699e-05
CSM79HIH	0.0484312091148435	0.122933082437348	0.211614211953161	0	0	0	0.271536338205033	0	0.0499474370404264	0.282728942489158	3.64082615748029e-05	0	0	0	0	0	0.00570082908658366	0	0.00707154141187245	0	0
CSM79HIJ	0.0685597929784392	0.094173106277428	0.167249809196718	0	5.36634230108758e-06	0	0.094746112383133	0.00311545983590918	0.0299455018126312	0.517141289830185	0.000252098836099981	0.000149184315970235	0	0.000943402976531196	0	0.00157150352986071	0.00199150925395917	0.000624522991795459	0.0192702966991032	6.77351650448388e-05	0.000193307574890288
CSM79HIL	0.0558492349033279	0.0345366214713527	0.201615207318301	0	0	0	0.0664539280703806	0	0.0262649538183843	0.599718016619912	0	0	0	0	0	0	0.0012757333109888	0	0.0141347806075037	0.000151523879849244	0
CSM79HIN	0.100410701584311	0.121485281476823	0.444133050286571	0	0	0	0.0879042822265491	0	0.0227278219771347	0.184723713588167	2.21073069455391e-05	0	0	0	0	0	0.00170542082151302	0	0.0368876207319853	0	0
CSM79HIR	0.119043364338705	0	0.0443552452534422	0	0.0644634084846059	0	0.119326882348613	0	0.00694804188249444	0.160084780027777	0.120587242044877	0	0	0.176858978734077	0.0527205810831158	0	0.0289493355537062	0.0607424381749376	0.0423968242429662	0.00238569671626924	0.0011371811144138
