feature	Bacteroides.caccae	Bacteroides.cellulosilyticus	Bacteroides.dorei	Bacteroides.eggerthii	Bacteroides.fragilis	Bacteroides.massiliensis	Bacteroides.ovatus	Bacteroides.stercoris	Bacteroides.thetaiotaomicron	Bacteroides.uniformis	Bacteroides.vulgatus	Parabacteroides.merdae	Prevotella.copri	Alistipes.putredinis	Eubacterium.rectale	Eubacterium.siraeum	Roseburia.intestinalis	Faecalibacterium.prausnitzii	Subdoligranulum.unclassified	Escherichia.coli	Akkermansia.muciniphila
CSM5FZ4M	2.99e-05	0	0.130632	0	0	0	0.190863	0	0.0199315	0.325812	3.62e-05	0	0	0.0587475	0	0.0028149	0	0.0936191	0.0156577	0.0010136	0
CSM5MCUO	0.025743	0.0003977	0.0057939	0	0.0062334	0	0.0344354	0.0836427	0.0006236	0.0677076	0.169157	0.0026058	0	0.047193	0.0377607	0	0.067003	0.160706	0.0320903	0.0026399	0
CSM5MCVL	0	0	3.04e-05	0	0.260366	0	2.46e-05	0	0.129383	0	0.314003	0	0	0	0.0145548	0	0	0.0001213	0	0.0112689	0
CSM5MCVN	0	0	6.2e-06	0	0.149041	1.25e-05	0	0	0.0832982	0	0.423798	0	0	0	0.018187	0	0	0	7.68e-05	0.0001853	0
CSM5MCW6	0	0	0.797928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0095345	0	0
CSM5MCWC	1.44e-05	0	3.17e-05	0	0	0	6.6e-05	0.0002643	0	0.000198	0.0005533	0	0	8.15e-05	0.0001344	0	0.718226	0.0004805	0.0518636	0.0504913	0
CSM5MCWE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.259999	0	0.0386629	0.216984	0
CSM5MCWG	0	0	0	0	0	0	0	0	0	1.95e-05	0	0	0	0	0	0	0	0	5.32e-05	0.806009	0
CSM5MCWQ	8.17e-05	9.64e-05	0.0672288	0	0.0113786	0	0.122942	0.000105	0.0040688	0.217201	0.0008374	5.4e-05	0	0.114866	1.34e-05	0.0197896	0	0.122649	0.0606285	0	0
CSM5MCX3	0.0242821	0.0015386	0.0040416	0	0.0077786	0	0.0336512	0.0701398	0.0011342	0.0465973	0.179288	0.0075155	0	0.0298645	0.0815114	0	0.0638985	0.146862	0.0256008	0.0355164	0
CSM5MCXD	0.0232205	0	0	0	0.0143431	0	0	0	0.143841	0.394913	0.0826526	0	0	0	0	0	0	0.055412	0.0159726	0.0010821	0.0308464
CSM5MCXH	0.0493889	0.0334967	0.0066452	0	0	0	0.073836	0.141228	0.0001597	0.218669	0.220928	0.0313531	0	0	0.0198946	0	0	0.0538097	0.0244631	6.67e-05	0.0064819
CSM5MCXJ	0.110666	0.0030669	0.0012605	0	0	0	0.0652867	0.160984	0.00038	0.188958	0.178898	0.0249501	0	0	0.0669666	0	0	0.0222816	0.0224336	0	0.0365019
CSM5MCXL	0.063139	0.01002	0.0084117	0	0	0	0.0590648	0.20802	0.0002494	0.0846192	0.22132	0.0267668	0	0	0.0540207	0	0	0.0352906	0.0361986	0	0.0536769
CSM5MCXN	0.0146816	0	3.21e-05	0	1.65e-05	0	0.0068809	0.0574555	0.0057097	0.149509	0.0387855	0.0123431	0	0.0433559	0.15396	0.0008095	0	0.321688	0.102004	4.08e-05	0
CSM5MCXP	0.0661914	0.0034493	0.00995	0	0	0	0.065316	0.117753	0.000251	0.11232	0.21396	0.0360476	0	0	0.086895	0	0	0.0521722	0.0215523	0	0.0730637
CSM5MCXR	0.0634391	0.0004511	0.008753	0	0	0	0.0693183	0.150708	0.0001369	0.133928	0.226043	0.0331136	0	0	0.111735	0	0	0.008337	0.0222451	0.0051488	0.0240428
CSM5MCXT	0.0547049	0.0761903	0.0002514	0	0	0	0.0006004	0.0294632	0.0651783	0.0962833	0.223978	0.0148714	0	0.0776576	0.0255021	0.110182	0.0098947	0.0625705	0.0336473	0	0
CSM5MCXV	0.0224246	0.0913569	4.4e-05	0	0	0	0.0006096	0.0200891	0.0084882	0.0952023	0.25396	0.0241842	0	0.0838137	0.0012788	0.110335	0.0009021	0.099879	0.0343848	0	0
CSM5MCY2	0.0228064	0.107666	0.0001169	0	0	0	0.0005609	0.0176473	0.0197587	0.0812921	0.261898	0.0184865	0	0.111524	0.0146314	0.064322	0.0030359	0.0925835	0.05316	0.00039	0
CSM5MCY4	0	0.0109941	0	0	0.0026403	0	0	0.106737	0.0136529	0.121667	0	0.0944757	0	0.0556923	0.0035682	0.000462	0.0018372	0.0677552	0.127563	0.0124574	0.0055922
CSM5MCY8	0	0.0053347	0	0	0.0011679	0	0	0.110092	0.0162323	0.134935	2.88e-05	0.10043	0	0.0459751	0.0118133	0.0003634	0.0090792	0.0321499	0.0854589	0.0212087	0.0001818
CSM5MCYS	0.399218	0	0	0	0.031698	0	0	0	0.139083	0.114463	0.0066529	0	0	0	0	0	0	0.0001063	0.0473456	0.0022278	0.08031
CSM5MCYW	0	0	0.69665	0	0	0	0	0	0	5.9e-06	4.53e-05	0	0	0	0	0	0	8.19e-05	0.0102749	0	0
CSM5MCZ3	0	0	0.48785	0	0	0	0	0	0	0	1.29e-05	0	0	0	0	0	0	4.64e-05	0.0211609	0	0
CSM5MCZ5	0	0	0.549924	0	0	0	0	0	0	0	1.65e-05	0	0	0	0	0	0	9.15e-05	0.0155687	0	0
CSM5MCZ7	0	0	0.664494	0	0	0	0	0	0	0	1.08e-05	0	0	0	0	0	0	0.0001477	0.007645	0	0
CSM5MCZB	0.0674755	0.0033196	0.0024655	0	0	0	0.108255	0.333566	0.0003216	0.0870534	0.0681168	0.0275647	0	0.0006205	0.099064	0	0	0.0491583	0.0209467	0	0.0044587
CSM5MCZD	0.018651	0	4.1e-06	0	0	0	0.0174057	0.0322752	0.0073748	0.227473	0.0442597	0.0151414	0	0.0519605	0.149731	0.0108503	0	0.192647	0.0852457	0	0
CSM5MCZF	0.0281074	0	5.6e-06	0	0	0	0.013281	0.0306582	0.0088811	0.3089	0.0389599	0.0130584	0	0.0585276	0.0833006	0.0140489	0	0.204707	0.0828889	0	0
CSM67U9B	0.0169035	0	5.59e-05	0	0	0	0.0258882	0.0243195	0.0039032	0.193747	0.0510199	0.0090642	0	0.0308459	0.205594	0.102741	0	0.098168	0.109998	0	0
CSM67U9D	0.0165904	0	0	0	0	0	0.0212871	0.065522	0.0044016	0.236376	0.039686	0.0116533	0	0.0417774	0.0967402	0.0751017	0	0.160897	0.11329	0	0
CSM67U9H	0.0094017	0	0.0129352	0	0	0	0.0096277	0.0029489	0	0.0061902	0.0058841	0	0.602239	0	0.218082	0	0.0035806	0.0240087	0.0030124	0.0020475	0.0191285
CSM67U9J	0.0258347	0	2.27e-05	0	0.0261865	0	0	0	0.121155	0.609881	0.0498616	0	0	0	0	0	0	0.0192174	0.0070818	0.0050544	0.0231002
CSM67U9N	0.126699	0	0.0760078	0	0	0	0.0632644	0.0282502	0	0.128067	0.0269851	0	0.119592	0	0.126405	0.0108029	0	0.0381068	0.0103155	0.0184969	0
CSM67UA2	0.0202858	0	0	0	0.0194315	0	0	0	0.208617	0.352257	0.0599548	0	0	0	0	0	0	0.017223	0.006802	0.0058003	0.0672551
CSM67UAA	0.0019234	0.0010065	0.0037864	0	0	0	0.0001066	0.0022602	0.0009991	0.0022801	0.0160545	0.0001462	0	0.0067611	0.0014539	0.0005257	0.0056368	0.0064369	0.0008417	0.174931	0
CSM67UAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141296	0
CSM67UAK	0.059863	0.0254759	0.299828	0	0	0	0.173749	0	0.0153787	0.178755	7.36e-05	0	0	0	0	0	0.0046881	0.000291	0.0293657	0.0124537	0
CSM67UAM	0.0835727	0.0145786	0.354111	0	0	0	0.202138	0	0.0171285	0.0732676	0	0	0	0	0	0	0.0040473	0	0.0090119	0.0001906	0
CSM67UAO	0.0817606	0.0390292	0.0976759	0	0	0	0.205393	0.0016891	0.0244815	0.325226	0.0007515	0.0001092	0	0.0004303	0	6.06e-05	0.0121995	0.0009131	0.0158848	0.0009468	0
CSM67UAQ	0.0423929	0.0625018	0.152062	0	0	0	0.302744	0	0.0087108	0.269776	5.72e-05	0	0	0	0	0	0.0082522	0	0.0053885	0	0
CSM67UAS	0.102516	0.0356347	0.121465	0	0	0	0.123941	0	0.0231833	0.366078	1.2e-05	0	0	0	0	0	0.0041067	0	0.0271774	0.0019097	0.0153971
CSM67UAU	0.0628195	0	0.0188909	0	0.0400535	1.41e-05	0.0615768	0.0004457	0.0029919	0.0494829	0.0617122	0	0	0.0931162	0.0078341	0	0.003824	0.25517	0.0876755	0.0001379	0
CSM67UAW	0.0567096	0	0.027485	0	0.0433906	0	0.0478291	0	0.0039213	0.0292848	0.0722321	0	0	0.117552	0.0034097	0	0.0045486	0.192799	0.0736197	0.0023644	0
CSM67UAY	0.0489252	0	0.0208825	0	0.0353816	0	0.0315559	0	0.0025211	0.0213532	0.0535341	0	0	0.12423	0.0057617	0	0.0018819	0.115163	0.0570024	0.0087646	0.0386834
CSM67UB1	0.0757716	0	0.0256707	0	0.109837	1.24e-05	0.0483214	0	0.0025573	0.045803	0.0618975	0	0	0.131181	0.0011141	0	3.28e-05	0.069921	0.054456	0.0118624	0.0199782
CSM67UB3	0.057113	0	0.0268945	0	0.0629648	0	0.0412457	0	0.0022989	0.0131884	0.0784573	0	0	0.131577	0.0076484	0	0.000737	0.0753997	0.102361	0.0043587	0.0424104
CSM67UB9	0.0085587	0.0002084	0.0014696	0	0	0	0.403585	0.0027294	0.0183813	0.190349	0.10371	0.0002563	0	0	0	0.0002855	0	0.0355126	0.0031583	0	0
CSM67UBB	0	0	0	0	0	0.328761	0.0822389	0.344553	0	0	3.38e-05	0	0.000103	0	0.0019834	0.0049304	0.0504203	0.0940504	0.0017849	0	0.0039845
CSM67UBF	0	0	6.72e-05	0	0.135219	1.71e-05	0	0	0.181204	0	0.237816	0	0	0	0.0023175	0	0.0061928	0.0001123	0.0005331	0.0005861	0
CSM67UBH	0	0	0	0	0.112359	0	0	0	0.218196	0	0.168508	0	0	0	0.0493045	0	0.0016435	0	0.0001359	0.0030737	0
CSM67UBN	0	0	3.45e-05	0	0.147985	0	0	0	0.0875523	0	0.409999	0	0	0	0.0558385	0	0.0007174	0	0	0	0
CSM67UBR	0	0	6.76e-05	0	0.162597	0	2.79e-05	0	0.141015	0	0.239642	0	0	0	0.0215369	0	0.0088052	0	0	0.0006827	0
CSM67UBX	0.0231799	0	0.0889341	0	0.0089454	0	0.169994	0	0.0102247	0.319939	3.09e-05	0	0	0.0827706	0	0.0061128	0.0046718	0.0752917	0.0163575	0.0001643	0
CSM67UBZ	0.0874165	0	0.115166	0	0	0	0.110137	0	0.0155321	0.236062	1.03e-05	0	0	0.0887979	0	0.0018071	0	0.150506	0.0186479	0	0
CSM67UC6	0.0411552	0	0.169321	0	0.0015453	0	0.03437	0	0.00505	0.2267	3.59e-05	0	0	0.100699	0	0.0037065	0	0.14135	0.0263806	0	0
CSM67UCK	0.0317123	0.0373555	2.71e-05	0	0	0	0.0018735	0.0339669	0.0069897	0.14633	0.10668	0.0053971	0	0.0749351	0.0002196	0.13934	0.0003122	0.140312	0.0900674	9.73e-05	4.23e-05
CSM67UDF	0.0823652	0.0101791	0.0105104	0	0	0	0.0684096	0.137551	0.000167	0.120019	0.248961	0.0542269	0	0	0.0410074	0	0	0.0469038	0.0240582	0	0.0161421
CSM67UDJ	0.0740189	0.0025139	0.0089861	0	0	0	0.0667679	0.17877	0.0002359	0.140744	0.234416	0.0265054	0	0	0.0672107	0	0	0.0246966	0.0201174	0.0001697	0.02051
CSM67UDN	0.0523139	0.000566	0.009668	0	0	0	0.0522036	0.241627	0.0002887	0.0729601	0.259817	0.0334416	0	0	0.104638	0	0	0.0283858	0.0153289	0.0036692	0.0016325
CSM67UDR	0.0262876	0	0.0054518	0	0	0	0.0165147	0.131868	0	0.0325611	0.218076	0.0093955	0	0	0.0696578	0	0	0.261434	0.0516952	0	0
CSM67UDR_TR	0.0154488	0	0.0122894	0	0	0	0.0151971	0.101398	0	0.0302886	0.267532	0.0138089	0	0	0.0820505	0	0	0.172234	0.052351	0	0
CSM67UDY	0.0700846	0.003587	0.0116022	0	0	0	0.0328258	0.207792	0.0002087	0.126815	0.277496	0.0407773	0	0	0.0272712	0	0	0.0477097	0.0201055	0.0130879	0
CSM67UE3	0	0.0533733	0	0	0.0013585	0	0	0.0545244	0.0191227	0.107609	1.9e-05	0.063099	0	0.0525435	0.0056345	0.0017883	0.0217716	0.0166398	0.0618403	0.0047841	0
CSM67UE7	0.0583275	0	0.0003268	0	1.58e-05	0	0.056554	0.0140805	0.0059166	0.272225	0.0227058	0.029201	0	0.0303918	0.240753	0.0306231	0	0.0647955	0.0856588	0	0
CSM67UEA	0.0248286	0.10769	1.3e-05	0	0	0	0.0004802	0.0258041	0.0160875	0.0674307	0.221796	0.0341833	0	0.108466	0.0093097	0.111878	0.0165956	0.0863702	0.0686445	0	0
CSM67UEI	0	0.0518334	0	0	0.0034277	0	0	0.0740427	0.0057745	0.102211	2.02e-05	0.0508598	0	0.0426825	0	0	0	0	0.0988023	0.0800851	0.0448019
CSM67UEM	0	0.147378	0	0	0.0089748	0	0	0.230593	0.0154239	0.0971304	0.0001167	0.0557911	0	0.0443915	0	0	0	1.69e-05	0.0532691	0.0063948	0.0119164
CSM67UEW	0	0	1.05e-05	0	0.0081041	0	0.000844	0.0743679	0.0070154	0.0372307	0.0198014	0	0	0	0.0014567	0	0.0698929	0.41269	0.0092467	0.0076042	0
CSM67UEW_TR	0	0	0	0	0.0100738	0	0.000614	0.0580018	0.0058022	0.0370459	0.0141567	0	0	0	0.0011555	0	0.0588311	0.428868	0.0088735	0.009226	0
CSM67UF1	0	0	1.77e-05	0	0.0168195	0	0.0123081	0.137869	0.0177087	0.0457368	0.0484549	0	0	0	0.0020536	0	0.102688	0.114754	0.0102437	0.0018555	0
CSM67UF5	0	0	0	0	0.0065799	0	0.0013816	0.0529146	0.0098658	0.0118299	0.0132925	0	0	0	0.0026001	0	0.187825	0.129839	0.0133696	0.0014334	0
CSM67UFV	0.0301581	0.0024262	0.0028814	0	0.0061858	0	0.0707413	0.150498	0.0007881	0.0852208	0.119983	0.0009684	0	0.0521858	0.0419884	0	0.000768	0.121538	0.0678926	0.0015543	0
CSM67UFZ	0.0439458	0.0027725	0.0039183	0	0.0021518	0	0.0387053	0.244776	0.0008221	0.0982895	0.137363	0.0027891	0	0.0752966	0.0297063	0.0001854	0.0013722	0.0918071	0.0130772	0.0011092	0
CSM67UG8	0.0259796	0.0022624	0.0027888	0	0.0083228	0	0.0405314	0.105421	0.0006362	0.104009	0.134564	0.0035858	0	0.0589	0.028765	0	0.0016348	0.179124	0.0610844	0.0147128	0
CSM67UGC	0.20057	0	0.0001481	0	0.100808	0	0	0	0.0338038	0.0327273	0.0203919	0	0	0	0	0	0	0.0011162	0.0064604	0.0055878	0.0516199
CSM67UGO	0.0209259	0	9.7e-06	0	0	0	0.0415747	0.0357086	0.0019828	0.151163	0.0447639	0.0168472	0.0007476	0.0528073	0.333881	0.0013501	0	0.116709	0.0824742	0	0
CSM67UH7	0.0221013	0.0029433	1.15e-05	0	0.0158292	0.0479693	0.004973	0	0.027192	2.32e-05	0.0714785	0	0	0.0016079	0.010012	0.0003818	0.0001495	0.0182381	0.103035	0.0001938	0.586016
CSM79HG5	0.0402713	0	0	0	0.0393165	0	0	0	0.223701	0.532902	0.07738	0	0	0	0	0	0	0.0014103	0.0003988	0.0010319	0.0094317
CSM79HGF	0.0725547	0	0.0441773	0	0	0	0.0309376	0.0323326	0	0.170637	0.0071831	0	0.0365966	0	0.134563	0.0055333	0	0.116417	0.0619598	0	0
CSM79HGP	0.0229236	0	0	0	0.0153676	0	0	0	0.077008	0.381055	0.0313465	0	0	0	0	0	0	0.0133352	0.0080559	0.0015209	0.0191899
CSM79HGX	0.0474079	4.05e-05	0	0	0	0	0.0182525	0.168727	0.0147203	0.0688811	0.095319	0.0182875	0	0.0324519	0.0299872	0.0309677	0	0.168593	0.0165193	0	0
CSM79HGZ	0.0391501	0.0418351	0	0	0.0067638	0.244754	0.0071484	0	0.0403036	0	0.11947	0	0	0.064185	0.0407213	0.0013512	0.0190757	0.053771	0.0810656	0	0.0810734
CSM79HH4	0.0024879	0.162725	0	0	0	0.0108803	0.0097725	0	7.87e-05	0.0483234	0.0566877	0.0021378	1.59e-05	0.0010464	0.0257224	0	0	0	0.0659446	0.0845327	0.0009413
CSM79HH8	0.0024063	0.0265595	0.0038654	0	0.0001279	0.0343558	0.017219	0.0101026	0.0006675	0.04669	0.0378975	0.0023344	0	0.0070705	0.0103732	0.0005633	0.000111	0.001063	0.115519	0.0189673	0.0032603
CSM79HHA	0.0002213	0.222288	0	0	0	0.0160559	0.0150525	2.91e-05	0	0.0125928	0.0226809	0.0003918	3.9e-05	0.0010377	0.004465	0	0	0	0.0644345	0.0193129	0.0080355
CSM79HHM	0.0166474	0	0.0507625	0	0.0041447	0	0.0006614	0.272618	0.0027251	0.109615	0.0004624	0.014816	0	0.0414133	0.0001623	0.119711	0.011171	0.0415765	0.0369384	0.0011172	0.0030071
CSM79HHO	0.0157181	0	0.083004	0	0.0071206	0	4.74e-05	0.157019	0.0046602	0.0493484	0	0.0313022	0	0.0690905	0.0019891	0.118538	0.0044154	0.0589062	0.0722672	0	0.0028067
CSM79HHU	0.0079381	6.11e-05	0.0920526	0	0.0078061	0.0005155	0.0006536	0.194933	0.0022933	0.173708	0.0012862	0.0230821	0	0.0568655	0.0030279	0.118755	0.0082621	0.0317915	0.0351186	0	0.016627
CSM79HHW	0.121299	0	0.11223	0	0.0333723	1.47e-05	0.115178	0	0	7.61e-05	3.59e-05	0	0	0.113774	0.0340781	0	0	0.0104049	0.0546238	0.0001372	0
CSM79HI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139707	0
CSM79HI7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143929	0
CSM79HIB	0	0	0	0	0	4.6e-06	0	9.8e-06	0	0	5.32e-05	0	0	0	0	9.83e-05	0	0.0002464	0.0001037	0.0736727	0
CSM79HID	0.054111	0.0553377	0.185734	0	0	0	0.35797	0	0.0164195	0.122391	0	0	0	0	0	0	0.0040127	0	0.0077491	0.0001504	0
CSM79HIF	0.0428257	0.0459079	0.232094	0.0002385	0	0.0001627	0.333472	0.0001584	0.0241645	0.126344	0.0004266	0	0.0065899	0	0	0	0.0059781	0.0008046	0.0062503	0.0001117	1.59e-05
CSM79HIH	0.041237	0.104672	0.18018	0	0	0	0.231201	0	0.042528	0.240731	3.1e-05	0	0	0	0	0	0.004854	0	0.0060211	0	0
CSM79HIJ	0.0574915	0.0789698	0.140249	0	4.5e-06	0	0.0794503	0.0026125	0.0251111	0.433654	0.0002114	0.0001251	0	0.0007911	0	0.0013178	0.00167	0.0005237	0.0161593	5.68e-05	0.0001621
CSM79HIL	0.0479896	0.0296763	0.173242	0	0	0	0.0571019	0	0.0225687	0.51532	0	0	0	0	0	0	0.0010962	0	0.0121456	0.0001302	0
CSM79HIN	0.0731257	0.0884736	0.323447	0	0	0	0.0640177	0	0.0165519	0.134528	1.61e-05	0	0	0	0	0	0.001242	0	0.026864	0	0
CSM79HIR	0.0804069	0	0.0299594	0	0.0435413	0	0.0805984	0	0.004693	0.108128	0.0814497	0	0	0.119458	0.0356097	0	0.0195536	0.041028	0.0286366	0.0016114	0.0007681
CSM79HIT	0.0959797	0	0.0203939	0	0.0412972	0	0.0467075	0	0.0074043	0.0499814	0.0461264	0	0	0.0924742	0.0325311	0	0.0061539	0.104134	0.0716314	0.0208335	0.0008657
CSM79HIV	0.0729856	0	0.0258274	0	0.0460209	0	0.0517115	0	0.0003341	0.119162	0.0741172	0	0	0.107288	0.0037631	0	0.0054071	0.0326543	0.0552058	0.0062037	0.0003934
CSM79HIX	0.0463537	0	0.0216854	0	0.0427183	0	0.130864	0	0.101725	0.127421	0.0586042	0	0	0.104207	0.0006375	0	0	0.0406247	0.0188693	0	0
CSM79HIZ	0.0223785	0	0.0101985	0	0.0350457	0	0.0479747	0.0005128	0.0194489	0.245202	0.0288345	0	0	0.0686093	0.0100623	0	0.0413881	0.27144	0.0272274	0	0
CSM79HJA	0.0819179	0.0004581	0	0	0	0	0.0218983	0.182815	0.0182216	0.117758	0.0954531	0.0317854	0	0.0640176	0.0373472	0.0078139	0	0.0526016	0.0136175	0	0
CSM79HJM	0.0591137	0	0.12648	0	0.0154475	2.56e-05	0.199089	0	0	1.45e-05	2e-05	0	0	0.0658142	0.0889014	0.0124131	0	0.0242088	0.020998	0	0.0556152
CSM79HJO	0.1759	0	0.139194	0	0.0210658	0	0.124848	0	0	0.0008342	0	0	0	0.141496	0.0262612	0.0045746	0	0.106871	0.0282992	0	0.0350294
CSM79HJS	0.0382966	0	0.077897	0	0.0164434	0	0.164593	0.0058908	0.0007802	0.0032988	0.0066695	0.000589	0	0.0400088	0.028054	0.0002175	0.0161641	0.217907	0.115918	0.0009616	0
CSM79HJU	0.0643494	0	0.0095288	0	0.0007661	0	0.221593	0	0	0	0	0	0	0	0.000663	0	1.52e-05	0.17028	0.22397	6.9e-05	0
CSM79HJW	0	0	2.47e-05	0	0.0581044	0	3.4e-06	0	0.208681	0	0.459317	0	0	0	0.0054181	0	0.0008587	0	5.24e-05	0	0
CSM79HJY	0	0	0	0	0.0371177	1.98e-05	0	0	0.107331	0	0.370079	0	0	0	0.0172504	0	0.0023402	1.47e-05	0	0	0
CSM79HK9	0.0219628	0.113225	4.2e-05	0	0	0	0.0001994	0.0466035	0.0339342	0.0560239	0.262246	0.0397392	0	0.0541005	0.0111432	0.0785332	0.0284881	0.0465732	0.0826923	0.0004843	0
CSM79HKB	0.0384148	0.0585857	6.78e-05	0	0	0	0.000346	0.0083328	0.0578189	0.0714771	0.306953	0.0069733	0	0.0780769	0.0038984	0.0646113	0.0006184	0.0470883	0.119611	0	6.15e-05
CSM79HKT	0	0	0.667604	0	0	0	0	0	0	0	1.08e-05	0	0	0	0	0	0	1.27e-05	0.0092002	0	0
CSM79HKV	0	0	0.777737	0	0	0	0	0	0	0	3.04e-05	0	0	0	0	0	0	4.03e-05	0.0070305	0	0
CSM79HKX	1.16e-05	0.0115074	3.1e-05	5.3e-06	0.0014505	0.258241	0.0162713	0.0959882	0.0179533	0.142292	0.0574114	0	0	0	0.008612	0	0.0923024	0.114331	0.0008377	0.0895119	9.55e-05
CSM79HKZ	0	0.0141705	0	0	0.000792	0.289798	0.0204383	0.106954	0.0564641	0.155275	0.0626101	0	0	0	0.0072542	0	0.0191423	0.0339474	0.0023326	0.156591	1.8e-05
CSM79HL4	0	0.0312651	0	0	0.0010342	0.138251	0.013372	0.0761962	0.0548765	0.240292	0.0555095	0	0	0	0.0362562	0	0.0595875	0.107935	0.0038976	0.0839182	1.47e-05
CSM79HL6	0	0.0349304	0	0	0.0016401	0.151248	0.0158178	0.0629272	0.01028	0.196442	0.0432396	0	0	0	0.0609362	0	0.0347872	0.0830132	0.0033444	0.222093	0.000121
CSM79HLA	0.0821131	0.002487	0.0038498	0	0	0	0.0520357	0.0807773	3.45e-05	0.058849	0.0928012	0.0355285	0	0	0.171011	0	0	0.014843	0.0528837	9.97e-05	0
CSM79HLA_TR	0.0892552	0.0033515	0	0	0	0	0.050403	0.129239	4.84e-05	0.0782853	0.116687	0.042867	0	0	0.13308	0	0	0.0155554	0.0473748	0.0008369	0
CSM79HLC	0.0748475	0.0021558	0.004943	0	0	0	0.0592825	0.344728	0.0004421	0.101607	0.119336	0.0235094	0	0.0005104	0.0961876	0	0.0006281	0.0252525	0.0251418	0	0
CSM79HLE	0.0579163	0.0055194	0.01712	0	0	0	0.0511865	0.144463	0.0007794	0.123136	0.340742	0.052101	0	0	0.0707438	6.38e-05	0	0.0106221	0.0136053	0	0.0023845
CSM79HLG	0.0713491	0.000199	0.0081419	0	0	0	0.106082	0.0507327	0.0003966	0.122186	0.176505	0.0769691	0	0	0.105733	0	0	0.0365964	0.0287973	0	0
CSM79HLI	0.0587743	0.0182094	0.0059864	0	0	0	0.0391846	0.374866	0.0001552	0.0845337	0.180083	0.0295266	0	0	0.078042	0	0	0.0255739	0.0116116	0.0003578	0
CSM79HLK	0.0981187	0.0011482	0.0054285	0	0	0	0.12031	0.221097	0.0002958	0.116094	0.137943	0.0404963	0	0	0.0673705	0	0	0.0234398	0.0300675	0.0003589	0
CSM79HLM	0.0655653	0	0.0997311	0	0.0048479	0	0.136434	0	0.0067764	0.300376	4.24e-05	0	0	0.119354	0.0021113	0.0194026	0	0.0516251	0.0224521	0	0
CSM79HM1	0	0	0.0053188	0	0.0155344	0	0.0609363	0.18945	0.0245938	0.118573	0.0237641	0	0	0	0.0097274	0	0.0066783	0.0567991	0.0128383	0.0009351	0.0009263
CSM79HM7	0	0	0	0	0.0092756	0	0.0343429	0.140626	0.0119076	0.0103856	0.0094757	0	0	0	0.0010072	0	0.281078	0.130918	0.0099537	0.0006634	0.0001942
CSM79HMN	0.0296282	0.0025677	0.0023522	0	0.0275803	0	0.0219744	0.118973	0.000553	0.0451332	0.129321	0.0030858	0	0.0994865	0.0230011	0	8.25e-05	0.195542	0.043021	0.0033443	0
CSM79HMP	0.0183411	0.0061427	0.0169938	0	0.0024453	0	0.025432	0.140662	0.0012933	0.0177653	0.147379	0.0031907	0	0.0627808	0.0470299	0	0.005865	0.0801061	0.109562	0.0015772	0
CSM79HMT	0.0281502	0.0017687	0.0017401	0	0.0040848	0	0.0362576	0.206985	0.0002932	0.080613	0.138136	0.0026474	0	0.0620066	0.0164162	0	0.0040254	0.0843027	0.0702775	0.0008351	0
CSM79HN2	0.0395428	0	0.0751457	0	0.0112318	0	5.88e-05	0.0127668	0.0036624	0.0510822	2.62e-05	0.0343157	0	0.137582	0.0114972	0.0041307	0.002526	0.0307995	0.0577142	0.003295	0.117365
CSM79HN6	0.0174526	0	0.0579994	0	0.0087852	0	0.003338	0.115799	0.0061749	0.164008	1.38e-05	0.025392	0	0.0437964	0.0006779	0.242279	0.0013805	0.0232264	0.0344824	0	0.0085271
CSM79HNE	0	0	0	0	0.0924598	0	0.0192329	0	0	6.2e-06	1.2e-05	0	0	0.0602096	0.0294139	0	0.711599	0.0588422	0.0062426	0	0
CSM79HNI	0	0	0	0	0.250268	0	0.0220968	0	0	0	0	0	0	0.287728	0.140023	0	0.0227672	0.0726576	0.0107846	0	0.0940354
CSM79HNK	0	0	0	0	0.353593	0	0.0489202	0	0	0	0	0	0	0.27372	0.113779	0	0.0260734	0.0924281	0.0100964	0	0.0302127
CSM79HNM	4.7e-06	0	0	0	0.413703	0	0.0322231	0	0	0	5.7e-06	0	0	0.224314	0.0943023	0	0.0271064	0.0502896	0.0145283	3.11e-05	0.0497267
CSM79HNO	0	0	0	0	0.385668	0	0.388613	0	0	0	0	0	0	0	0	0	0	0	0	0.0998951	0
CSM79HNU	0	0	0	0	0.563831	6.9e-05	0.307721	5.79e-05	3.21e-05	0.0004427	0.0003977	0	0	0	0	0	0	0.0003606	0	0.0374409	0
CSM79HNW	0	0	0	0	0.282081	0	0.375885	0	0	0	0	0	0	0	0	0	0	0	0	0.0934592	0
CSM79HO1	0	0.034856	0	0	0.0033538	0	0	0.237865	0.0150269	0.0861688	0	0.0940278	0	0.030101	0	0.0019802	0	0	0.0113309	0.0629455	0.017658
CSM79HOF	0.0315366	0.0570844	3.22e-05	0	0	0	0	0.0092462	0.0893813	0.114911	0.168626	0.0033721	0	0.0782558	0.0011897	0.0438492	0.0011386	0.0691991	0.176582	0	0.0001345
