feature	Bacteroides.caccae	Bacteroides.cellulosilyticus	Bacteroides.dorei	Bacteroides.eggerthii	Bacteroides.fragilis	Bacteroides.massiliensis	Bacteroides.ovatus	Bacteroides.stercoris	Bacteroides.thetaiotaomicron	Bacteroides.uniformis	Bacteroides.vulgatus	Parabacteroides.merdae	Prevotella.copri	Alistipes.putredinis	Eubacterium.rectale	Eubacterium.siraeum	Roseburia.intestinalis	Faecalibacterium.prausnitzii	Subdoligranulum.unclassified	Escherichia.coli	Akkermansia.muciniphila
CSM5MCYS	-1.04038924713832	-18.2834338608467	-19.4037146125444	-18.782078740052	-4.69510229688984	-19.2776077026074	-19.0813179960903	-19.9786304014895	-2.56161992649139	-2.84268469314268	-6.94743885882381	-17.9620589036327	-19.6661795210308	-17.8961542934108	-18.4935756725152	-19.4080185362601	-18.4096126936759	-12.9152087055196	-4.11626375562427	-8.52580248647482	-3.35391447291406
CSM5MCYW	-18.6045910938922	-18.2834338608467	-0.0213945424047835	-18.782078740052	-19.4380342458813	-19.2776077026074	-19.0813179960903	-19.9786304014895	-19.1569825732931	-16.8707540841912	-13.9300298935068	-17.9620589036327	-19.6661795210308	-17.8961542934108	-18.4935756725152	-19.4080185362601	-18.4096126936759	-13.075677491912	-6.10463230610524	-15.876377910962	-18.9633046776506
CSM5MCZ3	-18.6045910938922	-18.2834338608467	-0.0614269871770829	-18.782078740052	-19.4380342458813	-19.2776077026074	-19.0813179960903	-19.9786304014895	-19.1569825732931	-19.5700576575035	-15.2682059293543	-17.9620589036327	-19.6661795210308	-17.8961542934108	-18.4935756725152	-19.4080185362601	-18.4096126936759	-13.42145218965	-4.58839172192826	-15.876377910962	-18.9633046776506
CSM5MCZ5	-18.6045910938922	-18.2834338608467	-0.0405516550212396	-18.782078740052	-19.4380342458813	-19.2776077026074	-19.0813179960903	-19.9786304014895	-19.1569825732931	-19.5700576575035	-15.0650302607382	-17.9620589036327	-19.6661795210308	-17.8961542934108	-18.4935756725152	-19.4080185362601	-18.4096126936759	-12.5937245418126	-5.18306351739259	-15.876377910962	-18.9633046776506
CSM5MCZ7	-18.6045910938922	-18.2834338608467	-0.0168436119345778	-18.782078740052	-19.4380342458813	-19.2776077026074	-19.0813179960903	-19.9786304014895	-19.1569825732931	-19.5700576575035	-15.9257808519461	-17.9620589036327	-19.6661795210308	-17.8961542934108	-18.4935756725152	-19.4080185362601	-18.4096126936759	-12.1522142433448	-6.45843947297407	-15.876377910962	-18.9633046776506
CSM5MCZB	-3.69253144664375	-8.03781389135231	-8.46694305093401	-18.782078740052	-19.4380342458813	-19.2776077026074	-3.0105334534009	-1.38699486997352	-11.4054839921436	-3.32499456330857	-3.6788845473949	-4.9840733089211	-19.6661795210308	-10.4573201883048	-3.13853433368707	-19.4080185362601	-18.4096126936759	-4.14946018381743	-5.38017223315376	-15.876377910962	-7.61220017141715
CSM5MCZD	-5.51525366293576	-18.2834338608467	-17.6665951174636	-18.782078740052	-19.4380342458813	-19.2776077026074	-5.61494681196762	-4.7240806121244	-6.85383081763425	-1.90688323855729	-4.26851297531256	-5.8160080420783	-19.6661795210308	-4.03709133417917	-2.51020560780602	-6.29677171534116	-18.4096126936759	-2.14661883298807	-3.32287958471203	-15.876377910962	-18.9633046776506
CSM5MCZF	-4.97718459702687	-18.2834338608467	-17.270420156643	-18.782078740052	-19.4380342458813	-19.2776077026074	-6.05877082499425	-4.85186160809247	-6.63932432142024	-1.51906663841091	-4.50614462986433	-6.08315646491962	-19.6661795210308	-3.91901748396047	-3.4098077171495	-5.97767742945259	-18.4096126936759	-2.11264607290366	-3.41695568694751	-15.876377910962	-18.9633046776506
CSM67U9B	-5.68934497694756	-18.2834338608467	-13.9296029771105	-18.782078740052	-19.4380342458813	-19.2776077026074	-5.07437231701312	-5.16455340771134	-7.80393768202765	-2.17056490891943	-4.09560690428415	-6.58841537607888	-19.6661795210308	-4.82158823469195	-2.0849407187074	-3.08572685970604	-18.4096126936759	-3.15141415224917	-2.98726158793695	-15.876377910962	-18.9633046776506
CSM67U9D	-5.73452001127807	-18.2834338608467	-19.4037146125444	-18.782078740052	-19.4380342458813	-19.2776077026074	-5.37488926096746	-3.7528892872261	-7.64876873196366	-1.90185702537722	-4.47623852315802	-6.24413012443367	-19.6661795210308	-4.40214597220073	-3.19075316143876	-3.55602311692894	-18.4096126936759	-2.456803160369	-2.96292006548939	-15.876377910962	-18.9633046776506
CSM67U9H	-6.61113519106302	-18.2834338608467	-6.15082638161578	-18.782078740052	-19.4380342458813	-19.2776077026074	-6.57686564919063	-8.2838799371259	-19.1569825732931	-7.21407081477622	-7.2872350718611	-17.9620589036327	-0.609864509792409	-17.8961542934108	-2.07532994934711	-19.4080185362601	-8.00385547750107	-5.25857145428907	-8.25314348693997	-8.81019338532959	-5.58640499603735
